text,text_with_marker,Sentiment,Regard,SDG16_danger_score,danger_label
"h/t Ben Masters at FB  ""For this reason, since the day we heard about you, we have not stopped praying for you and asking God to fill you with the knowledge of his will through all spiritual wisdom and understanding... giving thanks to the Father, who has qualified you to share in the inheritance of the saints in the kingdom of light.""   Col 1:9-12","h/t Ben Masters at FB  ""For this reason, since the day we heard about you, we have not stopped praying for you and asking God to fill you with the knowledge of his will through all spiritual wisdom and understanding... giving thanks to the Father, who has qualified you to share in the inheritance of the saints in the kingdom of light.""   Col 1:9-12",positive,positive,0.0007,
"#BritishPolice are shite. They turned a blind eye to 1400 children being sexually exploited because they didn't want to come off a #racist ... as if the fact that the #GroomingGangs were all Paki immigrants was their fault. #MaximumCuckoldry    Besides, since when did #AntiFascists start sympathizing with police?","#BritishPolice are shite. They turned a blind eye to 1400 children being sexually exploited because they didn't want to come off a #racist ... as if the fact that the #GroomingGangs were all Paki immigrants was their fault. #MaximumCuckoldry    Besides, since when did #AntiFascists start sympathizing with police?",negative,negative,0.0197,potentially expressed_hostility
Still love you Nazi-shitlord-Deplorable dears. I just got done spending the summer with my niece. Current mood:  bereft,Still love you Nazi-shitlord-Deplorable dears. I just got done spending the summer with my niece. Current mood:  bereft,negative,negative,0.0009,
Why was Hamas created in the first place? Who are you? What does it matter?,Why was Hamas created in the first place? Who are you? What does it matter?,negative,negative,0.0008,
You basically belittled an entire subculture because of your own ignorance and disinterest when it comes to the event itself. I simply cannot get over how unnecessarily mean-spirited the entire article was.  ,You basically belittled an entire subculture because of your own ignorance and disinterest when it comes to the event itself. I simply cannot get over how unnecessarily mean-spirited the entire article was.  ,negative,negative,0.0008,
U keepin dat shiet real in da field ,U keepin dat shiet real in da field ,neutral,neutral,0.0007,
Chemnitz: Intelligence Chief Says ‘No Evidence’ Anti-Migrant Attack Video Is Authentic  ,Chemnitz: Intelligence Chief Says ‘No Evidence’ Anti-Migrant Attack Video Is Authentic  ,neutral,neutral,0.0012,
 - Thinking of joining this most current service opportunity? Do NOT sign up with before you read The, - Thinking of joining this most current service opportunity? Do NOT sign up with before you read The,neutral,neutral,0.0005,
"Hey there. I’m not on Gab much. Pop in and out randomly. I just discovered Groups, and I’m happy to see this one! I’ll be starting homeschooling this summer with my 2 kids. (Pulled them out of school.) I’m excited & nervous. So having some support and tips here is great!","Hey there. I’m not on Gab much. Pop in and out randomly. I just discovered Groups, and I’m happy to see this one! I’ll be starting homeschooling this summer with my 2 kids. (Pulled them out of school.) I’m excited & nervous. So having some support and tips here is great!",positive,neutral,0.0008,
🚨🚨🚨 Read & RT! Obama has a lot of explaining to do! #ProjectPelican #UraniumOne #MAGA #RedPill #RedWaveRising #TrumpTrain #WeThePeople #QAnon #AdjunctProfessr ⤵️⤵️⤵️  ,🚨🚨🚨 Read & RT! Obama has a lot of explaining to do! #ProjectPelican #UraniumOne #MAGA #RedPill #RedWaveRising #TrumpTrain #WeThePeople #QAnon #AdjunctProfessr ⤵️⤵️⤵️  ,neutral,neutral,0.0007,
Inside America’s devil-worshipping church where Satan lovers burn bibles and use menstrual blood for rituals in the heart of the US bible belt. ,Inside America’s devil-worshipping church where Satan lovers burn bibles and use menstrual blood for rituals in the heart of the US bible belt. ,negative,negative,0.0008,
I'm Jewish and I'm a Gab user #Proud,I'm Jewish and I'm a Gab user #Proud,positive,neutral,0.0007,
ATTENTION!  Anyone who FOLLOWS or AGREES WITH the KNOWN SHILL @Moooarpheus‍ will be INSTANTLY placed on    and named as an ENEMY OF THE WHITE RACE.  The BOWL GANG does not tolerate any such subversion.  *YOU HAVE BEEN WARNED*.   @h4rdm0us‍ @Go_Full_Breivik‍ @MyHonorIsLoyalty‍ @johnlarson‍ @wir @End88‍ @GEHRAUS‍ @PureWhiteEvil‍,ATTENTION!  Anyone who FOLLOWS or AGREES WITH the KNOWN SHILL @Moooarpheus‍ will be INSTANTLY placed on    and named as an ENEMY OF THE WHITE RACE.  The BOWL GANG does not tolerate any such subversion.  *YOU HAVE BEEN WARNED*.   @h4rdm0us‍ @Go_Full_Breivik‍ @MyHonorIsLoyalty‍ @johnlarson‍ @wir @End88‍ @GEHRAUS‍ @PureWhiteEvil‍,negative,negative,0.004,
The fact that Cuomo the homo has granted felons the right to vote doesn't surprise me. He is actually an illegal alien liberal communist and is as low and corrupted as they come.  ,The fact that Cuomo the homo has granted felons the right to vote doesn't surprise me. He is actually an illegal alien liberal communist and is as low and corrupted as they come.  ,negative,negative,0.9894,potentially threatening_content
He needs to go hide in his bunker!!!!!!,He needs to go hide in his bunker!!!!!!,negative,neutral,0.0009,
"The second panel is clever; I like the blase expression on Hitler's face in context. But man, whoever drew it is gay as hell, the last panel doubtless giving the artist an erection. The stars in the third panel should be six pointed and blue.","The second panel is clever; I like the blase expression on Hitler's face in context. But man, whoever drew it is gay as hell, the last panel doubtless giving the artist an erection. The stars in the third panel should be six pointed and blue.",negative,negative,0.0035,
Are you a Property Agent or Broker? Have you thought about ,Are you a Property Agent or Broker? Have you thought about ,neutral,neutral,0.0008,
This is just ridiculous. I don't even understand what he's talking about.,This is just ridiculous. I don't even understand what he's talking about.,negative,negative,0.0961,potentially expressed_hostility
"#Killstream: Argento Busted, Warren Lunacy, Sweden's 'Problem,' + UK Backs South Africa Thugs  LIVE TONIGHT at 11PM EST","#Killstream: Argento Busted, Warren Lunacy, Sweden's 'Problem,' + UK Backs South Africa Thugs  LIVE TONIGHT at 11PM EST",neutral,negative,0.0014,
"This is a nice little splash of cold water for the brainwashed masses:    Simple, concise article, blows some important HOLES in ""Russia Russia"".  Great for RedPilling.  #SpyGate #RussiaRussia  @Ruth-Plant @AlvinB1959 @Angelicanang @Skysearcher2 @TMCASE23  @leamorabito‍ @Canuknucklehead‍ @studentoflife‍ @TNrina‍ @MadJewessWoman‍ @crow_count‍  @Rad-er-Cad ‍@PCsReasy @wocassity @Terroismwatch @Klambo @ConspiracyTheory   @wwboom @StacyF @Cheyza @Hempoilcures @Tootickedoff @Infowarrior @truth1776 @talkatme2 @ZaneTyler @critterbugger @MarkT4USA @Is4Realz  @LadyMarianne @BlueGood @Kryptex @Gypsy124 @RentonMagaUK @DenzaGrad @ZeroFucksGiven @Spacecowboy777 @VortexQ","This is a nice little splash of cold water for the brainwashed masses:    Simple, concise article, blows some important HOLES in ""Russia Russia"".  Great for RedPilling.  #SpyGate #RussiaRussia  @Ruth-Plant @AlvinB1959 @Angelicanang @Skysearcher2 @TMCASE23  @leamorabito‍ @Canuknucklehead‍ @studentoflife‍ @TNrina‍ @MadJewessWoman‍ @crow_count‍  @Rad-er-Cad ‍@PCsReasy @wocassity @Terroismwatch @Klambo @ConspiracyTheory   @wwboom @StacyF @Cheyza @Hempoilcures @Tootickedoff @Infowarrior @truth1776 @talkatme2 @ZaneTyler @critterbugger @MarkT4USA @Is4Realz  @LadyMarianne @BlueGood @Kryptex @Gypsy124 @RentonMagaUK @DenzaGrad @ZeroFucksGiven @Spacecowboy777 @VortexQ",positive,other,0.0007,
