text,label,stereotype_type,category,Sentiment,Regard
any plans on videos of the subject matter? i don't know if i want to invest at this juncture but i'd for sure be a customer.,0,other,unrelated,neutral,neutral
Hey guess what if you read the whole thread you’d have an inkling of what the fuckvyour talking about 🖕🏽 Pleas go fuck yourself.,0,other,unrelated,negative,negative
"Clinton aint the one responsible for Waco, but if you took the time to dig you might be surprised to find out who else was involved!",0,other,unrelated,negative,negative
Hypocrisy? These dumbasses realize comparing Michelle Bachman to someone from 'Planet of the Apes' is NOT the same as comparing Valerie Jarrett to someone from 'Planet of the Apes'.,0,other,unrelated,negative,negative
"May 31, 2018👉🏻The Last Refuge 👉🏻",0,other,unrelated,neutral,neutral
"give back the land to palestinians, kikes. also, get the fuck out of white countries because you have been parasiting and subverting since the moment you entered white countries. you are filthy , rodent, pests. ",1,religion,stereotype,negative,negative
"Reminder that this is what American music ONCE WAS... Arthur Foote - Suite in E major for String Orchestra   #music #classicalmusic #gabmusic But, of course, in 2018 AD, Kendrick Lamar wins the Pulitzer for Music for an incredibly ugly abomination of a rap!",0,other,unrelated,negative,negative
@blat1982  @a  Sorry i a have not posted a premium photo this week. Right now for the next two weeks i am dealing with a family challenge. As soon as it is finished if not sooner i will post.  Have a great week both of you. Go with God and be courageous.,0,other,unrelated,positive,positive
ACR 6.8 LWRC PMAG lower receiver prototype. The design is done prototype is coming soon for testing!,0,other,unrelated,positive,neutral
"London climate hire has been a leading company, dealing with the most reliable and highly advanced space heater rental and best services in London. For more information visit our website. ",0,other,unrelated,positive,positive
My father used to have a copy of this painting in his room.,0,other,unrelated,neutral,neutral
"It is now not a swoosh, but a swish !",0,other,unrelated,neutral,neutral
"Dmytro Firtash, a PRO-RUSSIA AND PUTIN-LINKED Ukrainian oligarch wanted by the US government. Can't make it up. WHO DOES LANNY ULTIMATELY WORK FOR? ",0,other,unrelated,negative,negative
"Another 5-star for my #scifi techno-thriller... 'Fun read! The writing was efficient and engaging, and the story kept me turning the page. I am excited to read the next book in the series and peel back another layer of the hidden truth...'  #GabBookClub #GabWriter #CLFA ",0,other,unrelated,positive,positive
We do not have a cat. The neighbors have a cat. The cat seems to be out of the loop regarding this information.,0,other,unrelated,neutral,neutral
SARA CARTER: John Kerry Officially Under Investigation As Dossier Probe Targets Obama State Department     #WednesdayWisdom,0,other,unrelated,neutral,negative
We are pleased to have you here Old Man and I say that with utmost respect.,0,other,unrelated,positive,positive
Here's a question for all the Sargonites out there. Why should a Mexican who invaded my country and then got amnesty have the same rights as me? Why should they have the same vote as someone whose ancestors are buried its in its' soil and died so they could pass on a better homeland to their posteri,0,other,unrelated,negative,negative
Rand Paul is smart. He miscalculated the political atmosphere of the last presidential election. Rand Paul seems to have got on Foreign Relations by 'supporting' McConnell for re-election.,0,other,unrelated,neutral,negative
"@PoliticsGhost  My Nominations For The Ghosties 2017  Part 1  Best Shoutout Name - Knee Guard or Mandalay Bay Bullet Buffet Best Remix - Look at My GAB Remix by Raldy Best Audio Splicer - Seriously Samsung, 8 Equal, or Boat73 ",0,other,unrelated,neutral,positive
"Due to recent events, EmuParadise have decided to remove rom downloads from their site. However, they are not shutting down. ",0,other,unrelated,neutral,negative
you forgot excessive oral deification,0,other,unrelated,negative,negative
I am going through old hard drives and hoping that I don't stumble on something that I would rather not see. The first one is from 2000.,0,other,unrelated,neutral,neutral
The Vatican doesn't need to be brought to its Knees the #lgbt community infiltrating the church and abusing kids & atheist politicians masqurading as the faithful  that need to be brought to its knees ,0,religion,neutral,negative,negative
"& Millions to the fake Israel run by the Khazar Zionist Mafia.  They are not the jews in the Bible during & before the time of Christ.  They are a tribe of pure evil.  Modern day Khazars  Harvey Weinstein, Barbara Streisand, Joy Behar, Billy Krystol of Nat'l Review, Steven Spielberg, etc. ",1,religion,stereotype,negative,negative
"You see that link there under my statement? That is called refuting the claim, and not ad hominem when Snopes is known to skew data in favor of Democratic group think.",0,other,unrelated,negative,negative
Exactly what I thought too!!,0,other,unrelated,positive,neutral
"Sorry I've been away. Been dealing with a lot of depression, but I think the worst is over now. Made a meme to celebrate. Missed you #GabFam! #MAGA",0,other,unrelated,negative,negative
"Anyone else excited for college football?Throwback to the best game I ever played in (Yep, I was in the Marching Band)! ",0,other,unrelated,positive,positive
"I was raised not to lie,  All I have seen in over 57 years is Lies  by Democrats and lies by Republicans,  FUCK YOU ALL  THIS IS NOT AMERICA,  IT's a FUCKING JOKE & Damn if I am not sick of all you FOOLS,  playing it on US!!!",0,other,unrelated,negative,negative
"Even if that were true, I'd take the risk over living an empty life, alone with nothing to leave on this earth.",0,other,unrelated,negative,negative
"What a joke he is, I was hoping he would stand up to the appeaser May. Send emails to them all saying we aren’t going to vote conservative any more, they only care about power, they don’t like it if it’s taken away.",0,other,unrelated,negative,negative
The sad thing is that all over the western world women are WILLINGLY giving away all the freedoms that were so hard fought for them by marrying into cultures that don’t see them as equal and by supporting men becoming women,0,other,unrelated,negative,negative
"tfw you will never get your 200,000 twitter followers back and now have no other choice but to scream in to the void that is Gab",0,other,unrelated,negative,negative
Diversity is our greatest strength,0,other,unrelated,positive,positive
"Woopie said that she didn't have Trump-Derangement-Syndrome.  All that idiot does is bitch about Trump -- she never shuts her trap, she just doesn't have enough brain cells firing to realize it. Could be hereditary, if Woopie is her real name her parents must have been mentally disabled.",1,politics,stereotype,negative,negative
Paul Golding in Help for Hero scam  ,0,other,unrelated,neutral,negative
"A motive is a reason not a how.  A motive is a Why he killed someone, a gun is HOW he killed someone.  It doesn't matter why they killed them but what always matters is how they pull it off and usually it's by use of a tool designed to kill which is almost always a gun!",0,other,unrelated,negative,negative
"Bitch, I'm a whole apple.",0,other,unrelated,negative,negative
"Home school, send them to private schools, keep them out of the hands of the Racists, Marxist, and Islamist's that are now controlling education, then send them to a trade school or the military, while the hateful left and the illegal union that protects them are removed.",1,other,unrelated,negative,negative
wasn’t all this crap a CIA psyop to confuse the Russians?,0,other,unrelated,negative,negative
Senate Intel Committee Delivers Interview Invite to Assange!!! ,0,politics,unrelated,neutral,neutral
 Have you been looking at Karatbars International business and thinking of joining it? Understand,0,other,unrelated,neutral,neutral
Wizard Kek Staff,0,other,unrelated,neutral,neutral
"In the same year mass immigration was started by the then Labour govt. Every government since has carried it on, and it still carries on. Not a thing we can do. Voting doesn't change things as we are governed by the EU.",0,politics,unrelated,negative,other
